#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance
281	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	64	-1	0	-1	1	0.605525	-1	0	0	0	A1B11-01	N/A	./TR-PTAs-UPLC-0105.pklbin281	-1	TC-ISDB-o.mgf	0.670305	N/A	N/A	N/A	34	0
281	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	59	-1	0	-1	1	0.597544	-1	0	0	0	A1B10-01	N/A	./TR-PTAs-UPLC-0105.pklbin281	-1	TC-ISDB-o.mgf	0.670305	N/A	N/A	N/A	41	0
281	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	95	-1	0	-1	1	0.578885	-1	0	0	0	A1B17-04	N/A	./TR-PTAs-UPLC-0105.pklbin281	-1	TC-ISDB-o.mgf	0.670305	N/A	N/A	N/A	34	0
205	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	380	-1	0	-1	1	0.570745	-1	0	0	0	A3B8-03	N/A	./TR-PTAs-UPLC-0105.pklbin205	-1	TC-ISDB-o.mgf	0.138308	N/A	N/A	N/A	23	0
205	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	465	-1	0	-1	1	0.565738	-1	0	0	0	A3B26-01	N/A	./TR-PTAs-UPLC-0105.pklbin205	-1	TC-ISDB-o.mgf	0.138308	N/A	N/A	N/A	24	0
205	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	416	-1	0	-1	1	0.546225	-1	0	0	0	A3B16-01	N/A	./TR-PTAs-UPLC-0105.pklbin205	-1	TC-ISDB-o.mgf	0.138308	N/A	N/A	N/A	23	0
205	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	397	-1	0	-1	1	0.542894	-1	0	0	0	A3B12-02	N/A	./TR-PTAs-UPLC-0105.pklbin205	-1	TC-ISDB-o.mgf	0.138308	N/A	N/A	N/A	22	0
205	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	451	-1	0	-1	1	0.536666	-1	0	0	0	A3B23-02	N/A	./TR-PTAs-UPLC-0105.pklbin205	-1	TC-ISDB-o.mgf	0.138308	N/A	N/A	N/A	22	0
467	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	559	-1	0	-1	1	0.679931	-1	0	0	0	A4B12-02	N/A	./TR-PTAs-UPLC-0105.pklbin467	-1	TC-ISDB-o.mgf	1.72899	N/A	N/A	N/A	18	0
467	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	591	-1	0	-1	1	0.62323	-1	0	0	0	A4B19-02	N/A	./TR-PTAs-UPLC-0105.pklbin467	-1	TC-ISDB-o.mgf	1.72899	N/A	N/A	N/A	24	0
467	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	560	-1	0	-1	1	0.619989	-1	0	0	0	A4B12-03	N/A	./TR-PTAs-UPLC-0105.pklbin467	-1	TC-ISDB-o.mgf	1.72899	N/A	N/A	N/A	17	0
467	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	544	-1	0	-1	1	0.594507	-1	0	0	0	A4B9-02	N/A	./TR-PTAs-UPLC-0105.pklbin467	-1	TC-ISDB-o.mgf	1.72899	N/A	N/A	N/A	16	0
467	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	593	-1	0	-1	1	0.59338	-1	0	0	0	A4B19-04	N/A	./TR-PTAs-UPLC-0105.pklbin467	-1	TC-ISDB-o.mgf	1.72899	N/A	N/A	N/A	30	0
468	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	222	-1	0	-1	1	0.543378	-1	0	0	0	A2B9-01	N/A	./TR-PTAs-UPLC-0105.pklbin468	-1	TC-ISDB-o.mgf	0.201075	N/A	N/A	N/A	23	0
468	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	255	-1	0	-1	1	0.541345	-1	0	0	0	A2B16-02	N/A	./TR-PTAs-UPLC-0105.pklbin468	-1	TC-ISDB-o.mgf	0.201075	N/A	N/A	N/A	27	0
468	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	247	-1	0	-1	1	0.531532	-1	0	0	0	A2B14-03	N/A	./TR-PTAs-UPLC-0105.pklbin468	-1	TC-ISDB-o.mgf	0.201075	N/A	N/A	N/A	28	0
468	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	261	-1	0	-1	1	0.52098	-1	0	0	0	A2B17-03	N/A	./TR-PTAs-UPLC-0105.pklbin468	-1	TC-ISDB-o.mgf	0.201075	N/A	N/A	N/A	16	0
468	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	304	-1	0	-1	1	0.515193	-1	0	0	0	A2B26-01	N/A	./TR-PTAs-UPLC-0105.pklbin468	-1	TC-ISDB-o.mgf	0.201075	N/A	N/A	N/A	27	0
1461	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	25	-1	0	-1	1	0.692757	-1	0	0	0	A1B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin1461	-1	TC-ISDB-o.mgf	3.31013	N/A	N/A	N/A	33	0
1461	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	16	-1	0	-1	1	0.654406	-1	0	0	0	A1B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin1461	-1	TC-ISDB-o.mgf	3.31013	N/A	N/A	N/A	32	0
1461	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	26	-1	0	-1	1	0.637477	-1	0	0	0	A1B3-02	N/A	./TR-PTAs-UPLC-0105.pklbin1461	-1	TC-ISDB-o.mgf	3.31013	N/A	N/A	N/A	39	0
1461	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	17	-1	0	-1	1	0.627933	-1	0	0	0	A1B1-02	N/A	./TR-PTAs-UPLC-0105.pklbin1461	-1	TC-ISDB-o.mgf	3.31013	N/A	N/A	N/A	34	0
1461	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	20	-1	0	-1	1	0.54581	-1	0	0	0	A1B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin1461	-1	TC-ISDB-o.mgf	3.31013	N/A	N/A	N/A	33	0
214	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	70	-1	0	-1	1	0.695656	-1	0	0	0	A1B12-03	N/A	./TR-PTAs-UPLC-0105.pklbin214	-1	TC-ISDB-o.mgf	3.0834	N/A	N/A	N/A	26	0
214	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	95	-1	0	-1	1	0.676054	-1	0	0	0	A1B17-04	N/A	./TR-PTAs-UPLC-0105.pklbin214	-1	TC-ISDB-o.mgf	3.0834	N/A	N/A	N/A	34	0
214	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	50	-1	0	-1	1	0.631322	-1	0	0	0	A1B8-02	N/A	./TR-PTAs-UPLC-0105.pklbin214	-1	TC-ISDB-o.mgf	3.0834	N/A	N/A	N/A	25	0
214	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	102	-1	0	-1	1	0.622141	-1	0	0	0	A1B19-02	N/A	./TR-PTAs-UPLC-0105.pklbin214	-1	TC-ISDB-o.mgf	3.0834	N/A	N/A	N/A	25	0
214	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	101	-1	0	-1	1	0.61296	-1	0	0	0	A1B19-01	N/A	./TR-PTAs-UPLC-0105.pklbin214	-1	TC-ISDB-o.mgf	3.0834	N/A	N/A	N/A	32	0
216	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	415	-1	0	-1	1	0.546919	-1	0	0	0	A3B15-05	N/A	./TR-PTAs-UPLC-0105.pklbin216	-1	TC-ISDB-o.mgf	0.0694711	N/A	N/A	N/A	38	0
216	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	391	-1	0	-1	1	0.52934	-1	0	0	0	A3B10-05	N/A	./TR-PTAs-UPLC-0105.pklbin216	-1	TC-ISDB-o.mgf	0.0694711	N/A	N/A	N/A	35	0
1468	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	572	-1	0	-1	1	0.539837	-1	0	0	0	A4B15-01	N/A	./TR-PTAs-UPLC-0105.pklbin1468	-1	TC-ISDB-o.mgf	1.24487	N/A	N/A	N/A	22	0
1468	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	544	-1	0	-1	1	0.521208	-1	0	0	0	A4B9-02	N/A	./TR-PTAs-UPLC-0105.pklbin1468	-1	TC-ISDB-o.mgf	1.24487	N/A	N/A	N/A	11	0
1468	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	583	-1	0	-1	1	0.505947	-1	0	0	0	A4B17-03	N/A	./TR-PTAs-UPLC-0105.pklbin1468	-1	TC-ISDB-o.mgf	1.24487	N/A	N/A	N/A	10	0
1468	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	559	-1	0	-1	1	0.503004	-1	0	0	0	A4B12-02	N/A	./TR-PTAs-UPLC-0105.pklbin1468	-1	TC-ISDB-o.mgf	1.24487	N/A	N/A	N/A	15	0
1468	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	554	-1	0	-1	1	0.502112	-1	0	0	0	A4B11-02	N/A	./TR-PTAs-UPLC-0105.pklbin1468	-1	TC-ISDB-o.mgf	1.24487	N/A	N/A	N/A	17	0
1558	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	506	-1	0	-1	1	0.653488	-1	0	0	0	A4B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin1558	-1	TC-ISDB-o.mgf	1.47191	N/A	N/A	N/A	22	0
1558	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	512	-1	0	-1	1	0.629373	-1	0	0	0	A4B2-02	N/A	./TR-PTAs-UPLC-0105.pklbin1558	-1	TC-ISDB-o.mgf	1.47191	N/A	N/A	N/A	28	0
1558	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	507	-1	0	-1	1	0.624432	-1	0	0	0	A4B1-02	N/A	./TR-PTAs-UPLC-0105.pklbin1558	-1	TC-ISDB-o.mgf	1.47191	N/A	N/A	N/A	19	0
289	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	380	-1	0	-1	1	0.589473	-1	0	0	0	A3B8-03	N/A	./TR-PTAs-UPLC-0105.pklbin289	-1	TC-ISDB-o.mgf	0.414923	N/A	N/A	N/A	27	0
289	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	465	-1	0	-1	1	0.583664	-1	0	0	0	A3B26-01	N/A	./TR-PTAs-UPLC-0105.pklbin289	-1	TC-ISDB-o.mgf	0.414923	N/A	N/A	N/A	29	0
289	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	416	-1	0	-1	1	0.557034	-1	0	0	0	A3B16-01	N/A	./TR-PTAs-UPLC-0105.pklbin289	-1	TC-ISDB-o.mgf	0.414923	N/A	N/A	N/A	30	0
289	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	456	-1	0	-1	1	0.540228	-1	0	0	0	A3B24-02	N/A	./TR-PTAs-UPLC-0105.pklbin289	-1	TC-ISDB-o.mgf	0.414923	N/A	N/A	N/A	27	0
289	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	238	-1	0	-1	1	0.539606	-1	0	0	0	A2B12-03	N/A	./TR-PTAs-UPLC-0105.pklbin289	-1	TC-ISDB-o.mgf	0.414923	N/A	N/A	N/A	30	0
290	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	421	-1	0	-1	1	0.603159	-1	0	0	0	A3B17-01	N/A	./TR-PTAs-UPLC-0105.pklbin290	-1	TC-ISDB-o.mgf	0.829846	N/A	N/A	N/A	15	0
290	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	465	-1	0	-1	1	0.596326	-1	0	0	0	A3B26-01	N/A	./TR-PTAs-UPLC-0105.pklbin290	-1	TC-ISDB-o.mgf	0.829846	N/A	N/A	N/A	25	0
290	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	397	-1	0	-1	1	0.589382	-1	0	0	0	A3B12-02	N/A	./TR-PTAs-UPLC-0105.pklbin290	-1	TC-ISDB-o.mgf	0.829846	N/A	N/A	N/A	23	0
290	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	380	-1	0	-1	1	0.573604	-1	0	0	0	A3B8-03	N/A	./TR-PTAs-UPLC-0105.pklbin290	-1	TC-ISDB-o.mgf	0.829846	N/A	N/A	N/A	23	0
290	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	420	-1	0	-1	1	0.566981	-1	0	0	0	A3B16-05	N/A	./TR-PTAs-UPLC-0105.pklbin290	-1	TC-ISDB-o.mgf	0.829846	N/A	N/A	N/A	18	0
226	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	380	-1	0	-1	1	0.591917	-1	0	0	0	A3B8-03	N/A	./TR-PTAs-UPLC-0105.pklbin226	-1	TC-ISDB-o.mgf	0.414923	N/A	N/A	N/A	28	0
226	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	465	-1	0	-1	1	0.5764	-1	0	0	0	A3B26-01	N/A	./TR-PTAs-UPLC-0105.pklbin226	-1	TC-ISDB-o.mgf	0.414923	N/A	N/A	N/A	28	0
226	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	416	-1	0	-1	1	0.55221	-1	0	0	0	A3B16-01	N/A	./TR-PTAs-UPLC-0105.pklbin226	-1	TC-ISDB-o.mgf	0.414923	N/A	N/A	N/A	28	0
226	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	238	-1	0	-1	1	0.547606	-1	0	0	0	A2B12-03	N/A	./TR-PTAs-UPLC-0105.pklbin226	-1	TC-ISDB-o.mgf	0.414923	N/A	N/A	N/A	29	0
226	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	425	-1	0	-1	1	0.546197	-1	0	0	0	A3B17-05	N/A	./TR-PTAs-UPLC-0105.pklbin226	-1	TC-ISDB-o.mgf	0.414923	N/A	N/A	N/A	26	0
61	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	65	-1	0	-1	1	0.577508	-1	0	0	0	A1B11-02	N/A	./TR-PTAs-UPLC-0105.pklbin61	-1	TC-ISDB-o.mgf	0.066735	N/A	N/A	N/A	39	0
61	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	115	-1	0	-1	1	0.52683	-1	0	0	0	A1B22-01	N/A	./TR-PTAs-UPLC-0105.pklbin61	-1	TC-ISDB-o.mgf	0.066735	N/A	N/A	N/A	36	0
61	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	144	-1	0	-1	1	0.511229	-1	0	0	0	A1B27-05	N/A	./TR-PTAs-UPLC-0105.pklbin61	-1	TC-ISDB-o.mgf	0.066735	N/A	N/A	N/A	39	0
61	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	91	-1	0	-1	1	0.510357	-1	0	0	0	A1B16-05	N/A	./TR-PTAs-UPLC-0105.pklbin61	-1	TC-ISDB-o.mgf	0.066735	N/A	N/A	N/A	30	0
231	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	261	-1	0	-1	1	0.618489	-1	0	0	0	A2B17-03	N/A	./TR-PTAs-UPLC-0105.pklbin231	-1	TC-ISDB-o.mgf	0.469176	N/A	N/A	N/A	30	0
231	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	304	-1	0	-1	1	0.605746	-1	0	0	0	A2B26-01	N/A	./TR-PTAs-UPLC-0105.pklbin231	-1	TC-ISDB-o.mgf	0.469176	N/A	N/A	N/A	40	0
231	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	222	-1	0	-1	1	0.603589	-1	0	0	0	A2B9-01	N/A	./TR-PTAs-UPLC-0105.pklbin231	-1	TC-ISDB-o.mgf	0.469176	N/A	N/A	N/A	34	0
231	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	290	-1	0	-1	1	0.592621	-1	0	0	0	A2B23-02	N/A	./TR-PTAs-UPLC-0105.pklbin231	-1	TC-ISDB-o.mgf	0.469176	N/A	N/A	N/A	38	0
231	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	294	-1	0	-1	1	0.591557	-1	0	0	0	A2B24-01	N/A	./TR-PTAs-UPLC-0105.pklbin231	-1	TC-ISDB-o.mgf	0.469176	N/A	N/A	N/A	38	0
62	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	70	-1	0	-1	1	0.775124	-1	0	0	0	A1B12-03	N/A	./TR-PTAs-UPLC-0105.pklbin62	-1	TC-ISDB-o.mgf	0.201091	N/A	N/A	N/A	23	0
62	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	72	-1	0	-1	1	0.664806	-1	0	0	0	A1B12-05	N/A	./TR-PTAs-UPLC-0105.pklbin62	-1	TC-ISDB-o.mgf	0.201091	N/A	N/A	N/A	21	0
62	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	50	-1	0	-1	1	0.640302	-1	0	0	0	A1B8-02	N/A	./TR-PTAs-UPLC-0105.pklbin62	-1	TC-ISDB-o.mgf	0.201091	N/A	N/A	N/A	23	0
62	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	95	-1	0	-1	1	0.627595	-1	0	0	0	A1B17-04	N/A	./TR-PTAs-UPLC-0105.pklbin62	-1	TC-ISDB-o.mgf	0.201091	N/A	N/A	N/A	32	0
62	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	117	-1	0	-1	1	0.610325	-1	0	0	0	A1B22-03	N/A	./TR-PTAs-UPLC-0105.pklbin62	-1	TC-ISDB-o.mgf	0.201091	N/A	N/A	N/A	27	0
1816	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	559	-1	0	-1	1	0.691471	-1	0	0	0	A4B12-02	N/A	./TR-PTAs-UPLC-0105.pklbin1816	-1	TC-ISDB-o.mgf	6.43184	N/A	N/A	N/A	18	0
1816	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	560	-1	0	-1	1	0.601948	-1	0	0	0	A4B12-03	N/A	./TR-PTAs-UPLC-0105.pklbin1816	-1	TC-ISDB-o.mgf	6.43184	N/A	N/A	N/A	18	0
1816	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	591	-1	0	-1	1	0.598175	-1	0	0	0	A4B19-02	N/A	./TR-PTAs-UPLC-0105.pklbin1816	-1	TC-ISDB-o.mgf	6.43184	N/A	N/A	N/A	23	0
1816	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	544	-1	0	-1	1	0.587172	-1	0	0	0	A4B9-02	N/A	./TR-PTAs-UPLC-0105.pklbin1816	-1	TC-ISDB-o.mgf	6.43184	N/A	N/A	N/A	15	0
1816	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	584	-1	0	-1	1	0.576806	-1	0	0	0	A4B17-04	N/A	./TR-PTAs-UPLC-0105.pklbin1816	-1	TC-ISDB-o.mgf	6.43184	N/A	N/A	N/A	9	0
1	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	193	-1	0	-1	1	0.533227	-1	0	0	0	A2B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin1	-1	TC-ISDB-o.mgf	0.315221	N/A	N/A	N/A	30	0
1	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	183	-1	0	-1	1	0.508104	-1	0	0	0	A2B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin1	-1	TC-ISDB-o.mgf	0.315221	N/A	N/A	N/A	26	0
2	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	193	-1	0	-1	1	0.607902	-1	0	0	0	A2B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin2	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	38	0
2	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	183	-1	0	-1	1	0.570035	-1	0	0	0	A2B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin2	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	32	0
2	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	188	-1	0	-1	1	0.559721	-1	0	0	0	A2B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin2	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	39	0
2	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	191	-1	0	-1	1	0.535792	-1	0	0	0	A2B2-04	N/A	./TR-PTAs-UPLC-0105.pklbin2	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	37	0
2	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	197	-1	0	-1	1	0.517837	-1	0	0	0	A2B3-05	N/A	./TR-PTAs-UPLC-0105.pklbin2	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	31	0
3	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	65	-1	0	-1	1	0.550945	-1	0	0	0	A1B11-02	N/A	./TR-PTAs-UPLC-0105.pklbin3	-1	TC-ISDB-o.mgf	0.734085	N/A	N/A	N/A	37	0
3	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	91	-1	0	-1	1	0.505171	-1	0	0	0	A1B16-05	N/A	./TR-PTAs-UPLC-0105.pklbin3	-1	TC-ISDB-o.mgf	0.734085	N/A	N/A	N/A	29	0
5	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	380	-1	0	-1	1	0.579077	-1	0	0	0	A3B8-03	N/A	./TR-PTAs-UPLC-0105.pklbin5	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	27	0
5	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	465	-1	0	-1	1	0.567369	-1	0	0	0	A3B26-01	N/A	./TR-PTAs-UPLC-0105.pklbin5	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	28	0
5	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	238	-1	0	-1	1	0.54857	-1	0	0	0	A2B12-03	N/A	./TR-PTAs-UPLC-0105.pklbin5	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	28	0
5	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	381	-1	0	-1	1	0.54413	-1	0	0	0	A3B8-04	N/A	./TR-PTAs-UPLC-0105.pklbin5	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	30	0
5	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	425	-1	0	-1	1	0.54204	-1	0	0	0	A3B17-05	N/A	./TR-PTAs-UPLC-0105.pklbin5	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	27	0
81	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	363	-1	0	-1	1	0.514908	-1	0	0	0	A3B5-01	N/A	./TR-PTAs-UPLC-0105.pklbin81	-1	TC-ISDB-o.mgf	0	N/A	N/A	N/A	38	0
1662	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	134	-1	0	-1	1	0.637054	-1	0	0	0	A1B25-05	N/A	./TR-PTAs-UPLC-0105.pklbin1662	-1	TC-ISDB-o.mgf	1.00993	N/A	N/A	N/A	31	0
1662	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	133	-1	0	-1	1	0.613436	-1	0	0	0	A1B25-04	N/A	./TR-PTAs-UPLC-0105.pklbin1662	-1	TC-ISDB-o.mgf	1.00993	N/A	N/A	N/A	30	0
1662	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	132	-1	0	-1	1	0.546206	-1	0	0	0	A1B25-03	N/A	./TR-PTAs-UPLC-0105.pklbin1662	-1	TC-ISDB-o.mgf	1.00993	N/A	N/A	N/A	37	0
1665	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	25	-1	0	-1	1	0.662906	-1	0	0	0	A1B3-01	N/A	./TR-PTAs-UPLC-0105.pklbin1665	-1	TC-ISDB-o.mgf	3.07369	N/A	N/A	N/A	28	0
1665	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	16	-1	0	-1	1	0.626558	-1	0	0	0	A1B1-01	N/A	./TR-PTAs-UPLC-0105.pklbin1665	-1	TC-ISDB-o.mgf	3.07369	N/A	N/A	N/A	27	0
1665	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	26	-1	0	-1	1	0.593148	-1	0	0	0	A1B3-02	N/A	./TR-PTAs-UPLC-0105.pklbin1665	-1	TC-ISDB-o.mgf	3.07369	N/A	N/A	N/A	32	0
1665	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	17	-1	0	-1	1	0.590637	-1	0	0	0	A1B1-02	N/A	./TR-PTAs-UPLC-0105.pklbin1665	-1	TC-ISDB-o.mgf	3.07369	N/A	N/A	N/A	27	0
1665	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	20	-1	0	-1	1	0.534609	-1	0	0	0	A1B2-01	N/A	./TR-PTAs-UPLC-0105.pklbin1665	-1	TC-ISDB-o.mgf	3.07369	N/A	N/A	N/A	30	0
91	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	65	-1	0	-1	1	0.609465	-1	0	0	0	A1B11-02	N/A	./TR-PTAs-UPLC-0105.pklbin91	-1	TC-ISDB-o.mgf	0.734085	N/A	N/A	N/A	43	0
91	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	115	-1	0	-1	1	0.580642	-1	0	0	0	A1B22-01	N/A	./TR-PTAs-UPLC-0105.pklbin91	-1	TC-ISDB-o.mgf	0.734085	N/A	N/A	N/A	40	0
91	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	49	-1	0	-1	1	0.552942	-1	0	0	0	A1B8-01	N/A	./TR-PTAs-UPLC-0105.pklbin91	-1	TC-ISDB-o.mgf	0.734085	N/A	N/A	N/A	37	0
91	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	144	-1	0	-1	1	0.547059	-1	0	0	0	A1B27-05	N/A	./TR-PTAs-UPLC-0105.pklbin91	-1	TC-ISDB-o.mgf	0.734085	N/A	N/A	N/A	42	0
91	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	79	-1	0	-1	1	0.536049	-1	0	0	0	A1B14-03	N/A	./TR-PTAs-UPLC-0105.pklbin91	-1	TC-ISDB-o.mgf	0.734085	N/A	N/A	N/A	33	0
293	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	352	-1	0	-1	1	0.511264	-1	0	0	0	A3B2-02/03	N/A	./TR-PTAs-UPLC-0105.pklbin293	-1	TC-ISDB-o.mgf	0.328834	N/A	N/A	N/A	39	0
93	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	155	-1	0	-1	1	0.591818	-1	0	0	0	A1B30-01	N/A	./TR-PTAs-UPLC-0105.pklbin93	-1	TC-ISDB-o.mgf	0.841821	N/A	N/A	N/A	38	0
93	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	156	-1	0	-1	1	0.509673	-1	0	0	0	A1B30-02	N/A	./TR-PTAs-UPLC-0105.pklbin93	-1	TC-ISDB-o.mgf	0.841821	N/A	N/A	N/A	30	0
6	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	380	-1	0	-1	1	0.579077	-1	0	0	0	A3B8-03	N/A	./TR-PTAs-UPLC-0105.pklbin6	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	27	0
6	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	465	-1	0	-1	1	0.567369	-1	0	0	0	A3B26-01	N/A	./TR-PTAs-UPLC-0105.pklbin6	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	28	0
6	./TR-PTAs-UPLC-0105.pklbin	*..*	 	 	238	-1	0	-1	1	0.54857	-1	0	0	0	A2B12-03	N/A	./TR-PTAs-UPLC-0105.pklbin6	-1	TC-ISDB-o.mgf	0.622384	N/A	N/A	N/A	28	0
